Game_Id,Name,Team,Date,Rating,Position
341,L. Torreira,Arsenal,2025-08-16,7.5,DM
341,F. Chiesa,Arsenal,2025-08-16,6.8,MR
341,N. Barella,Arsenal,2025-08-16,6.1,MCR
341,R. Sanches,Arsenal,2025-08-16,6.2,MCL
341,M. Vargas,Arsenal,2025-08-16,7.1,ML
341,O. Edouard,Arsenal,2025-08-16,6.5,STC
341,B. Leno,Arsenal,2025-08-16,,S1
341,J. Stones,Arsenal,2025-08-16,,S2
341,Rodri,Arsenal,2025-08-16,,S3
341,L. Mansell,Arsenal,2025-08-16,6.6,S4
341,S. Neto,Arsenal,2025-08-16,6.8,S5
341,M. Holgate,Arsenal,2025-08-16,,S6
341,C. Capone,Arsenal,2025-08-16,,S7
341,A. Belotti,Arsenal,2025-08-16,,S8
341,C. Tolisso,Arsenal,2025-08-16,,S9
341,L. Augustinsson,Arsenal,2025-08-16,6.7,S10
341,A. Bell,Arsenal,2025-08-16,,S11
341,M. Fleck,Arsenal,2025-08-16,,S12
37,P. Cech,Arsenal,2019-01-05,6.0,GK
37,H. Bellerín,Arsenal,2019-01-05,6.8,DR
37,L. Koscielny,Arsenal,2019-01-05,7.0,DCR
37,Sokratis,Arsenal,2019-01-05,6.6,DCL
37,N. Monreal,Arsenal,2019-01-05,5.5,DL
37,A. Ramsey,Arsenal,2019-01-05,7.5,MCR
37,G. Xhaka,Arsenal,2019-01-05,6.7,MCL
37,H. Mkhitaryan,Arsenal,2019-01-05,6.7,AMR
37,Mesut Özil,Arsenal,2019-01-05,6.9,AMC
37,P. Aubameyang,Arsenal,2019-01-05,7.3,AML
37,A. Lacazette,Arsenal,2019-01-05,6.7,STC
37,B. Leno,Arsenal,2019-01-05,6.5,S1
37,S. Mustafi,Arsenal,2019-01-05,,S2
37,A. Iwobi,Arsenal,2019-01-05,,S3
37,D. Welbeck,Arsenal,2019-01-05,,S4
37,A. Maitland-Niles,Arsenal,2019-01-05,6.2,S5
37,S. Kolasinac,Arsenal,2019-01-05,,S6
37,L. Torreira,Arsenal,2019-01-05,,S7
37,E. Nketiah,Arsenal,2019-01-05,7.2,S8
37,M. Elneny,Arsenal,2019-01-05,,S9
37,S. Lichtsteiner,Arsenal,2019-01-05,,S10
37,M. Guendouzi,Arsenal,2019-01-05,,S11
37,T. John-Jules,Arsenal,2019-01-05,,S12
106,B. Leno,Arsenal,2020-04-18,7.7,GK
106,Mário Fernandes,Arsenal,2020-04-18,7.1,DR
106,D. Rugani,Arsenal,2020-04-18,7.6,DCR
106,C. Montes,Arsenal,2020-04-18,6.3,DCL
106,L. Digne,Arsenal,2020-04-18,6.5,DL
106,A. Ramsey,Arsenal,2020-04-18,6.9,MCR
106,Mesut Özil,Arsenal,2020-04-18,6.9,MCL
106,F. Chiesa,Arsenal,2020-04-18,7.8,AMR
106,H. Mkhitaryan,Arsenal,2020-04-18,6.9,AMC
106,P. Aubameyang,Arsenal,2020-04-18,7.2,AML
106,A. Belotti,Arsenal,2020-04-18,7.4,STC
106,D. Ospina,Arsenal,2020-04-18,,S1
106,L. Koscielny,Arsenal,2020-04-18,,S2
106,R. Nelson,Arsenal,2020-04-18,,S3
106,J. Odgaard,Arsenal,2020-04-18,,S4
106,Bernard,Arsenal,2020-04-18,,S5
106,Sokratis,Arsenal,2020-04-18,,S6
106,B. Chilwell,Arsenal,2020-04-18,,S7
106,A. Lacazette,Arsenal,2020-04-18,,S8
106,A. Iwobi,Arsenal,2020-04-18,,S9
106,S. Kolasinac,Arsenal,2020-04-18,,S10
106,G. Xhaka,Arsenal,2020-04-18,,S11
106,E. Nketiah,Arsenal,2020-04-18,,S12
152,B. Leno,Arsenal,2021-01-02,7.5,GK
152,Mário Fernandes,Arsenal,2021-01-02,8.1,DR
152,C. Montes,Arsenal,2021-01-02,7.0,DCR
152,L. Koscielny,Arsenal,2021-01-02,6.8,DCL
152,L. Digne,Arsenal,2021-01-02,7.3,DL
152,A. Ramsey,Arsenal,2021-01-02,6.8,MCR
152,Emre Can,Arsenal,2021-01-02,6.7,MCL
152,F. Chiesa,Arsenal,2021-01-02,6.8,AMR
152,H. Mkhitaryan,Arsenal,2021-01-02,7.4,AMC
152,P. Aubameyang,Arsenal,2021-01-02,7.0,AML
152,A. Belotti,Arsenal,2021-01-02,6.7,STC
152,D. Costa,Arsenal,2021-01-02,,S1
152,D. Rugani,Arsenal,2021-01-02,,S2
152,A. Iwobi,Arsenal,2021-01-02,,S3
152,T. John-Jules,Arsenal,2021-01-02,,S4
152,Bernard,Arsenal,2021-01-02,,S5
152,J. Hector,Arsenal,2021-01-02,,S6
152,G. Xhaka,Arsenal,2021-01-02,,S7
152,A. Lacazette,Arsenal,2021-01-02,,S8
152,R. Nelson,Arsenal,2021-01-02,6.8,S9
152,B. Chilwell,Arsenal,2021-01-02,,S10
152,L. Torreira,Arsenal,2021-01-02,,S11
152,Mesut Özil,Arsenal,2021-01-02,,S12
221,B. Leno,Arsenal,2022-04-30,5.2,GK
221,V. Lazaro,Arsenal,2022-04-30,6.4,DR
221,A. Angileri,Arsenal,2022-04-30,7.0,DCR
221,L. Hernández,Arsenal,2022-04-30,6.8,DCL
221,B. Chilwell,Arsenal,2022-04-30,6.8,DL
221,L. Torreira,Arsenal,2022-04-30,7.0,MCR
221,J. Hector,Arsenal,2022-04-30,6.8,MCL
221,A. Lacazette,Arsenal,2022-04-30,8.1,AMR
221,R. Nelson,Arsenal,2022-04-30,7.3,AMC
221,Bernard,Arsenal,2022-04-30,6.5,AML
221,A. Belotti,Arsenal,2022-04-30,7.5,STC
221,D. Costa,Arsenal,2022-04-30,,S1
221,Mário Fernandes,Arsenal,2022-04-30,6.5,S2
221,G. Xhaka,Arsenal,2022-04-30,,S3
221,J. Odgaard,Arsenal,2022-04-30,6.6,S4
221,M. Elneny,Arsenal,2022-04-30,,S5
221,F. Passlack,Arsenal,2022-04-30,,S6
221,Emre Can,Arsenal,2022-04-30,,S7
221,T. John-Jules,Arsenal,2022-04-30,,S8
221,A. Iwobi,Arsenal,2022-04-30,6.5,S9
221,S. Kolasinac,Arsenal,2022-04-30,,S10
221,D. Maresic,Arsenal,2022-04-30,,S11
221,S. Cercel,Arsenal,2022-04-30,,S12
242,B. Leno,Arsenal,2023-11-04,6.2,GK
242,F. Passlack,Arsenal,2023-11-04,6.8,DR
242,M. de Ligt,Arsenal,2023-11-04,5.4,DCR
242,J. Giménez,Arsenal,2023-11-04,6.6,DCL
242,L. Augustinsson,Arsenal,2023-11-04,7.0,DL
242,M. Varnier,Arsenal,2023-11-04,6.5,DM
242,F. Chiesa,Arsenal,2023-11-04,7.2,MR
242,Emre Can,Arsenal,2023-11-04,7.0,MCR
242,R. Sanches,Arsenal,2023-11-04,6.7,MCL
242,Diogo Jota,Arsenal,2023-11-04,6.4,ML
242,A. Belotti,Arsenal,2023-11-04,6.4,STC
242,S. Beadle,Arsenal,2023-11-04,,S1
242,Çaglar Söyüncü,Arsenal,2023-11-04,6.4,S2
242,A. Iwobi,Arsenal,2023-11-04,,S3
242,M. Rashford,Arsenal,2023-11-04,,S4
242,R. Nelson,Arsenal,2023-11-04,6.3,S5
242,L. Digne,Arsenal,2023-11-04,,S6
242,G. Xhaka,Arsenal,2023-11-04,,S7
242,M. Dembélé,Arsenal,2023-11-04,,S8
242,M. Elneny,Arsenal,2023-11-04,,S9
242,V. Lazaro,Arsenal,2023-11-04,,S10
242,M. Guendouzi,Arsenal,2023-11-04,,S11
242,E. Nketiah,Arsenal,2023-11-04,,S12
290,A. Mitryushkin,Arsenal,2024-09-14,8.3,GK
290,F. Passlack,Arsenal,2024-09-14,7.2,DR
290,M. de Ligt,Arsenal,2024-09-14,9.3,DCR
290,L. Torreira,Arsenal,2024-09-14,6.9,DCL
290,L. Digne,Arsenal,2024-09-14,6.6,DL
290,Rodri,Arsenal,2024-09-14,7.1,DM
290,F. Chiesa,Arsenal,2024-09-14,8.6,MR
290,N. Barella,Arsenal,2024-09-14,6.6,MCR
290,R. Sanches,Arsenal,2024-09-14,8.0,MCL
290,M. Vargas,Arsenal,2024-09-14,7.3,ML
290,A. Belotti,Arsenal,2024-09-14,8.1,STC
290,B. Leno,Arsenal,2024-09-14,,S1
290,M. Holgate,Arsenal,2024-09-14,,S2
290,Emre Can,Arsenal,2024-09-14,6.6,S3
290,C. Capone,Arsenal,2024-09-14,,S4
290,Diogo Jota,Arsenal,2024-09-14,,S5
290,L. Augustinsson,Arsenal,2024-09-14,7.1,S6
290,J. Brown,Arsenal,2024-09-14,,S7
290,M. Dembélé,Arsenal,2024-09-14,,S8
290,A. Iwobi,Arsenal,2024-09-14,,S9
290,K. Saadane,Arsenal,2024-09-14,,S10
290,R. Nelson,Arsenal,2024-09-14,,S11
290,L. Mansell,Arsenal,2024-09-14,,S12
372,A. Mitryushkin,Arsenal,2025-12-27,6.4,GK
372,E. Servín,Arsenal,2025-12-27,6.9,DR
372,M. de Ligt,Arsenal,2025-12-27,6.4,DCR
372,G. Magnani,Arsenal,2025-12-27,7.5,DCL
372,L. Digne,Arsenal,2025-12-27,6.4,DL
372,L. Torreira,Arsenal,2025-12-27,7.0,DM
372,J. Brown,Arsenal,2025-12-27,8.2,MR
372,N. Barella,Arsenal,2025-12-27,6.7,MCR
372,R. Sanches,Arsenal,2025-12-27,7.1,MCL
372,F. Chiesa,Arsenal,2025-12-27,7.9,ML
372,L. Mansell,Arsenal,2025-12-27,7.6,STC
372,B. Leno,Arsenal,2025-12-27,,S1
372,J. Stones,Arsenal,2025-12-27,,S2
372,C. Capone,Arsenal,2025-12-27,,S3
372,A. Belotti,Arsenal,2025-12-27,,S4
372,S. Neto,Arsenal,2025-12-27,,S5
372,M. Holgate,Arsenal,2025-12-27,,S6
372,Rodri,Arsenal,2025-12-27,,S7
372,O. Edouard,Arsenal,2025-12-27,,S8
372,Emre Can,Arsenal,2025-12-27,,S9
372,L. Augustinsson,Arsenal,2025-12-27,,S10
372,M. Vargas,Arsenal,2025-12-27,,S11
372,M. Fleck,Arsenal,2025-12-27,,S12
21,P. Cech,Arsenal,2018-11-10,6.2,GK
21,H. Bellerín,Arsenal,2018-11-10,6.7,DR
21,Sokratis,Arsenal,2018-11-10,6.6,DCR
21,L. Koscielny,Arsenal,2018-11-10,7.7,DCL
21,N. Monreal,Arsenal,2018-11-10,7.0,DL
21,A. Ramsey,Arsenal,2018-11-10,6.8,MCR
21,G. Xhaka,Arsenal,2018-11-10,6.7,MCL
21,H. Mkhitaryan,Arsenal,2018-11-10,7.2,AMR
21,Mesut Özil,Arsenal,2018-11-10,6.7,AMC
21,A. Iwobi,Arsenal,2018-11-10,6.7,AML
21,P. Aubameyang,Arsenal,2018-11-10,6.7,STC
21,B. Leno,Arsenal,2018-11-10,,S1
21,S. Mustafi,Arsenal,2018-11-10,,S2
21,S. Lichtsteiner,Arsenal,2018-11-10,,S3
21,A. Lacazette,Arsenal,2018-11-10,,S4
21,L. Torreira,Arsenal,2018-11-10,,S5
21,S. Kolasinac,Arsenal,2018-11-10,,S6
21,A. Maitland-Niles,Arsenal,2018-11-10,6.5,S7
21,D. Welbeck,Arsenal,2018-11-10,6.5,S8
21,M. Elneny,Arsenal,2018-11-10,,S9
21,R. Holding,Arsenal,2018-11-10,,S10
21,M. Guendouzi,Arsenal,2018-11-10,6.6,S11
21,T. John-Jules,Arsenal,2018-11-10,,S12
74,B. Leno,Arsenal,2019-11-02,7.2,GK
74,Mário Fernandes,Arsenal,2019-11-02,6.4,DR
74,D. Rugani,Arsenal,2019-11-02,8.0,DCR
74,L. Koscielny,Arsenal,2019-11-02,7.3,DCL
74,B. Chilwell,Arsenal,2019-11-02,7.1,DL
74,A. Ramsey,Arsenal,2019-11-02,7.5,MCR
74,Emre Can,Arsenal,2019-11-02,6.1,MCL
74,F. Chiesa,Arsenal,2019-11-02,7.3,AMR
74,Mesut Özil,Arsenal,2019-11-02,7.7,AMC
74,Bernard,Arsenal,2019-11-02,6.4,AML
74,P. Aubameyang,Arsenal,2019-11-02,7.9,STC
74,P. Cech,Arsenal,2019-11-02,,S1
74,J. Hector,Arsenal,2019-11-02,,S2
74,H. Mkhitaryan,Arsenal,2019-11-02,,S3
74,A. Belotti,Arsenal,2019-11-02,,S4
74,R. Nelson,Arsenal,2019-11-02,,S5
74,V. Lazaro,Arsenal,2019-11-02,,S6
74,G. Xhaka,Arsenal,2019-11-02,,S7
74,A. Lacazette,Arsenal,2019-11-02,,S8
74,A. Iwobi,Arsenal,2019-11-02,6.7,S9
74,Sokratis,Arsenal,2019-11-02,,S10
74,L. Torreira,Arsenal,2019-11-02,,S11
74,J. Odgaard,Arsenal,2019-11-02,,S12
113,B. Leno,Arsenal,2020-08-08,6.6,GK
113,Mário Fernandes,Arsenal,2020-08-08,7.5,DR
113,D. Rugani,Arsenal,2020-08-08,7.4,DCR
113,L. Koscielny,Arsenal,2020-08-08,6.7,DCL
113,L. Digne,Arsenal,2020-08-08,7.2,DL
113,A. Ramsey,Arsenal,2020-08-08,7.4,MCR
113,Emre Can,Arsenal,2020-08-08,7.6,MCL
113,F. Chiesa,Arsenal,2020-08-08,6.7,AMR
113,Mesut Özil,Arsenal,2020-08-08,7.0,AMC
113,A. Belotti,Arsenal,2020-08-08,6.9,AML
113,P. Aubameyang,Arsenal,2020-08-08,6.9,STC
113,K. Hein,Arsenal,2020-08-08,,S1
113,C. Montes,Arsenal,2020-08-08,,S2
113,Bernard,Arsenal,2020-08-08,6.8,S3
113,A. Lacazette,Arsenal,2020-08-08,,S4
113,R. Nelson,Arsenal,2020-08-08,7.0,S5
113,Sokratis,Arsenal,2020-08-08,,S6
113,G. Xhaka,Arsenal,2020-08-08,,S7
113,T. John-Jules,Arsenal,2020-08-08,,S8
113,A. Iwobi,Arsenal,2020-08-08,,S9
113,B. Chilwell,Arsenal,2020-08-08,,S10
113,L. Torreira,Arsenal,2020-08-08,,S11
113,H. Mkhitaryan,Arsenal,2020-08-08,6.5,S12
179,B. Leno,Arsenal,2021-09-11,6.3,GK
179,F. Passlack,Arsenal,2021-09-11,6.4,DR
179,D. Maresic,Arsenal,2021-09-11,6.4,DCR
179,L. Hernández,Arsenal,2021-09-11,6.5,DCL
179,L. Digne,Arsenal,2021-09-11,6.8,DL
179,A. Ramsey,Arsenal,2021-09-11,7.8,MCR
179,G. Xhaka,Arsenal,2021-09-11,6.9,MCL
179,R. Nelson,Arsenal,2021-09-11,7.1,AMR
179,H. Mkhitaryan,Arsenal,2021-09-11,6.9,AMC
179,F. Chiesa,Arsenal,2021-09-11,7.2,AML
179,A. Belotti,Arsenal,2021-09-11,6.5,STC
179,D. Costa,Arsenal,2021-09-11,,S1
179,J. Hector,Arsenal,2021-09-11,,S2
179,A. Iwobi,Arsenal,2021-09-11,6.6,S3
179,P. Aubameyang,Arsenal,2021-09-11,6.6,S4
179,M. Elneny,Arsenal,2021-09-11,,S5
179,B. Chilwell,Arsenal,2021-09-11,,S6
179,L. Torreira,Arsenal,2021-09-11,,S7
179,J. Odgaard,Arsenal,2021-09-11,,S8
179,Bernard,Arsenal,2021-09-11,,S9
179,S. Kolasinac,Arsenal,2021-09-11,,S10
179,Mário Fernandes,Arsenal,2021-09-11,6.5,S11
179,A. Lacazette,Arsenal,2021-09-11,,S12
280,B. Leno,Arsenal,2024-05-04,7.7,GK
280,F. Passlack,Arsenal,2024-05-04,6.8,DR
280,M. de Ligt,Arsenal,2024-05-04,7.0,DCR
280,M. Varnier,Arsenal,2024-05-04,6.8,DCL
280,L. Digne,Arsenal,2024-05-04,7.2,DL
280,L. Torreira,Arsenal,2024-05-04,7.6,DM
280,F. Chiesa,Arsenal,2024-05-04,6.8,MR
280,Emre Can,Arsenal,2024-05-04,7.1,MCR
280,M. Guendouzi,Arsenal,2024-05-04,6.9,MCL
280,Diogo Jota,Arsenal,2024-05-04,7.7,ML
280,A. Belotti,Arsenal,2024-05-04,10.0,STC
280,S. Beadle,Arsenal,2024-05-04,,S1
280,Çaglar Söyüncü,Arsenal,2024-05-04,,S2
280,R. Nelson,Arsenal,2024-05-04,7.0,S3
280,M. Dembélé,Arsenal,2024-05-04,,S4
280,J. Brown,Arsenal,2024-05-04,,S5
280,J. Giménez,Arsenal,2024-05-04,,S6
280,A. Iwobi,Arsenal,2024-05-04,,S7
280,M. Rashford,Arsenal,2024-05-04,,S8
280,V. Lazaro,Arsenal,2024-05-04,,S9
280,L. Augustinsson,Arsenal,2024-05-04,,S10
280,E. Smith-Rowe,Arsenal,2024-05-04,,S11
280,L. Mansell,Arsenal,2024-05-04,,S12
323,B. Leno,Arsenal,2025-01-25,6.3,GK
323,F. Passlack,Arsenal,2025-01-25,6.6,DR
323,M. de Ligt,Arsenal,2025-01-25,6.9,DCR
323,M. Varnier,Arsenal,2025-01-25,7.5,DCL
323,L. Digne,Arsenal,2025-01-25,6.6,DL
323,L. Torreira,Arsenal,2025-01-25,6.7,DM
323,J. Brown,Arsenal,2025-01-25,6.1,MR
323,Emre Can,Arsenal,2025-01-25,6.9,MCR
323,N. Barella,Arsenal,2025-01-25,6.4,MCL
323,F. Chiesa,Arsenal,2025-01-25,7.4,ML
323,A. Belotti,Arsenal,2025-01-25,6.8,STC
323,A. Mitryushkin,Arsenal,2025-01-25,,S1
323,M. Holgate,Arsenal,2025-01-25,,S2
323,M. Vargas,Arsenal,2025-01-25,,S3
323,C. Capone,Arsenal,2025-01-25,,S4
323,R. Nelson,Arsenal,2025-01-25,,S5
323,L. Augustinsson,Arsenal,2025-01-25,,S6
323,Rodri,Arsenal,2025-01-25,6.5,S7
323,M. Dembélé,Arsenal,2025-01-25,,S8
323,K. Saadane,Arsenal,2025-01-25,6.4,S9
323,V. Lazaro,Arsenal,2025-01-25,6.5,S10
323,A. Iwobi,Arsenal,2025-01-25,,S11
323,L. Mansell,Arsenal,2025-01-25,,S12
354,J. Pickford,Arsenal,2025-11-01,6.0,GK
354,E. Servín,Arsenal,2025-11-01,6.5,DR
354,M. de Ligt,Arsenal,2025-11-01,7.0,DCR
354,G. Magnani,Arsenal,2025-11-01,7.3,DCL
354,L. Digne,Arsenal,2025-11-01,6.7,DL
354,L. Torreira,Arsenal,2025-11-01,7.8,DM
354,J. Brown,Arsenal,2025-11-01,7.0,MR
354,N. Barella,Arsenal,2025-11-01,6.8,MCR
354,R. Sanches,Arsenal,2025-11-01,7.1,MCL
354,F. Chiesa,Arsenal,2025-11-01,7.8,ML
354,A. Belotti,Arsenal,2025-11-01,6.9,STC
354,B. Leno,Arsenal,2025-11-01,,S1
354,J. Stones,Arsenal,2025-11-01,,S2
354,C. Capone,Arsenal,2025-11-01,,S3
354,O. Edouard,Arsenal,2025-11-01,,S4
354,S. Neto,Arsenal,2025-11-01,,S5
354,L. Augustinsson,Arsenal,2025-11-01,6.6,S6
354,C. Tolisso,Arsenal,2025-11-01,6.4,S7
354,L. Mansell,Arsenal,2025-11-01,,S8
354,M. Vargas,Arsenal,2025-11-01,,S9
354,M. Holgate,Arsenal,2025-11-01,,S10
354,G. Kondogbia,Arsenal,2025-11-01,6.5,S11
354,M. Fleck,Arsenal,2025-11-01,,S12
41,B. Leno,Arsenal,2019-01-26,8.3,GK
41,H. Bellerín,Arsenal,2019-01-26,7.4,DR
41,L. Koscielny,Arsenal,2019-01-26,8.6,DCR
41,N. Monreal,Arsenal,2019-01-26,6.5,DCL
41,A. Maitland-Niles,Arsenal,2019-01-26,7.0,DL
41,A. Ramsey,Arsenal,2019-01-26,7.0,MCR
41,C. Fàbregas,Arsenal,2019-01-26,6.7,MCL
41,H. Mkhitaryan,Arsenal,2019-01-26,9.0,AMR
